Name,Type,Address,Entity,Canton,Municipality,Latitude,Longitude,Phone,Email,Web address
Srednja strukovna škola,High School,Kardinala Alojzija Stepinca 24,Federation Of Bosnia and Herzegovina,ZHK,Široki Brijeg,43.374992,17.590003,38739704393,strukovna.skola.sb@tel.net.ba,
Gimnazija Livno,High School,Kraljice Katarine 16,Federation Of Bosnia and Herzegovina,Kanton 10,Livno,43.828289,17.006507,38734202041,luka.novokmet@tel.net.ba,
Srednja ekonomska škola,High School,Silvija Strahimira Kranj?evi?a 1,Federation Of Bosnia and Herzegovina,Kanton 11,Livno,43.823679,17.00135,38734202015,sskola-ekonomska.livno@tel.net.ba,
Srednja strukovna škola Silvija Strahimira Kranj?evi?a,High School,Dinarina 2,Federation Of Bosnia and Herzegovina,Kanton 12,Livno,43.825805,17.006849,38734201580,strukovna.skola.livno@tel.net.ba,
Gimnazija Marka Maruli?a,High School,Mijata Tomi?a 10,Federation Of Bosnia and Herzegovina,Kanton 13,Tomislavgrad,43.723553,17.221406,38734352507,gimnazija.tg@tel.net.ba,
Srednja strukovna škola ,High School,Maka Dizdara bb,Federation Of Bosnia and Herzegovina,Kanton 14,Tomislavgrad,43.718575,17.224017,38734352312,sss.tg@tel.net.ba,
"Srednja škola ""Kupres""",High School,Splitska bb,Federation Of Bosnia and Herzegovina,Kanton 15,Kupres,43.99182,17.277964,38734274100,sskola-kupres@tel.net.ba,
"Srednja škola ""Drvar""",High School,Jole Mari?a bb,Federation Of Bosnia and Herzegovina,Kanton 16,Drvar,44.373908,16.386804,38734819013,srednjaskola.drvar@gmail.com,
"Srednja škola ""Tin Ujevi?""",High School,Stjepana Radi?a bb,Federation Of Bosnia and Herzegovina,Kanton 17,Glamo?,44.048577,16.85302,38734273023,ss.tin.ujevic.glamoc@tel.net.ba,
Gimnazija Banja Luka,High School,Zmaj Jovina 13,RS,,Grad Banjaluka,44.769683,17.183513,38734,,
Gra?evinska škola,High School,Dr Mladena Stojanovi?a 7,RS,,Grad Banjaluka,44.78011,17.19859,,,
Ekonomska škola,High School,Kralja Alfonsa XIII 34,RS,,Grad Banjaluka,44.769377,17.196023,,,ekonomskaskolabl.org
Elektrotehni?ka škola „Nikola Tesla“,High School,Jevrejska 48,RS,,Grad Banjaluka,44.768543,17.195134,,,
Medicinska škola Banja Luka,High School,Cetinska 1,RS,,Grad Banjaluka,44.760457,17.176875,,,
Poljoprivredna škola,High School,Knjaza Miloša 9,RS,,Grad Banjaluka,44.791347,17.205369,,,
Tehni?ka škola,High School,?ure Dani?i?a 2,RS,,Grad Banjaluka,44.768856,17.193059,,,
Tehnološka škola,High School,Pilanska bb,RS,,Grad Banjaluka,44.784792,17.21069,,,
Ugostiteljsko-trgovinsko-turisti?ka škola,High School,Vojvode Stepe 44,RS,,Grad Banjaluka,44.763192,17.197611,,,
Škola u?enika u privredi,High School,Nikole Paši?a bb,RS,,Grad Banjaluka,44.768997,17.195875,,,
Muzi?ka škola „Vlado Miloševi?“,High School,Jovana Du?i?a 23,RS,,Grad Banjaluka,44.773973,17.186416,,,
Centar za OIV i rehabilitaciju,High School,Jovana Raškovi?a 28,RS,,Grad Banjaluka,44.775029,17.179747,,,
Centar „Zaštiti me“,High School,Poljokanov park bb,RS,,Grad Banjaluka,44.757089,17.174555,,,
Srednja poslovna škola,High School,Despota Stefana Lazarevi?a bb,RS,,Grad Banjaluka,44.809451,17.201516,,,
Srednjoškolski centar „Gemit-Apeiron“,High School,Vojvode Pere Krece 13,RS,,Grad Banjaluka,44.7556,17.185015,,,
Katoli?ki školski centar “Blaženi Ivan Merc”,High School,Srpska 30,RS,,Grad Banjaluka,44.770564,17.194617,,,
Gimnazija „Filip Višnji?“,,Ra?anska 94,RS,,Grad Bijeljina,44.769947,19.226119,,,
Ekonomska škola,,Ra?anska 94,RS,,Grad Bijeljina,44.770442,19.226289,,,
Poljoprivredna i medicinska škola,,Semberskih ratara 1,RS,,Grad Bijeljina,44.774327,19.222666,,,
Tehni?ka škola „Mihajlo Pupin”,,Ra?anska 76,RS,,Grad Bijeljina,44.770882,19.226085,,,
Muzi?ka škola „Stevan Stojanovi? Mokranjac“,,Kara?or?eva 5,RS,,Grad Bijeljina,44.757446,19.218917,,,
Srednja stru?na škola,,Kara?or?eva 250,RS,,Grad Bijeljina,44.757917,19.220728,,,
Srednjoškolski centar „Golub Kureš“,,Vladimira Ga?inovi?a 1,RS,,Opština Bile?a,42.875077,18.430506,,,
Srednjoškolski centar „Bratunac“,,Petra Ko?i?a bb,RS,,Opština Bratunac,42.875077,18.430506,,,
Srednja škola „Nikola Tesla“,,Kralja Petra I Oslobodioca bb,RS,,Opština Brod,45.145552,18.011428,,,
Srednja škola „Ivo Andri?“,,Kralja Petra I 16,RS,,Opština Višegrad,43.784064,19.292398,,,
Srednjoškolski centar „Milorad Vla?i?“,,Svetih Apostola Petra i Pavla 37,RS,,Opština Vlasenica,44.17892,18.944384,,,
Srednjoškolski centar „Nikola “Tesla“,,Branka Radi?evi?a 1,RS,,Opština Vukosavlje,44.981236,18.278404,,,
Srednjoškolski centar „Pero Slijep?evi?“,,Solunskih dobrovoljaca 24,RS,,Opština Gacko,43.167313,18.530822,,,
Gimnazija,,Trg Svetog Save 3 A,RS,,Opština Gradiška,45.147672,17.255141,,,gimnazija.gradiska.com
Tehni?ka škola,,Kosovke djevojke bb,RS,,Opština Gradiška,45.147438,17.25587,,,
Srednja stru?na škola,,Vidovdanska bb,RS,,Opština Gradiška,"45.149211,",17.25605,,,
Gimnazija sa tehni?kim školama,,Svetog Save bb,RS,,Opština Derventa,44.986821,17.90177,,,
Stru?na škola za radni?ka zanimanja,,Svetog Save bb,RS,,Opština Derventa,44.986085,17.902067,,,
Zavod za slijepe i slabovide „Budu?nost“,,Stevana Nemanje 12,RS,,Opština Derventa,44.974579,17.907826,,,
Gimnazija,,Hilandarska 2,RS,,Opština Doboj,44.731598,18.082035,,,
Ekonomska i trgovinska škola,,Cara Dušana 18,RS,,Opština Doboj,44.728607,18.080852,,,
Medicinska škola,,Pop Ljubina 103,RS,,Opština Doboj,44.741834,18.091077,,,
Tehni?ka škola,,Cara Dušana 19,RS,,Opština Doboj,44.72862,18.080869,,,
Saobra?ajna i elektro-škola,,Cara Dušana 18,RS,,Opština Doboj,44.72862,18.080869,,,
"Upravna, ugostiteljska i škola u?enika u privredi",,Cara Dušana 18,RS,,Opština Doboj,44.72862,18.080869,,,
Gimnazija i srednja stru?na škola „Petar Ko?i?“,,Vuka Karadži?a 69,RS,,Opština Zvornik,44.390045,19.103486,,,
Tehni?ki školski centar,,Karakaj bb,RS,,Opština Zvornik,44.412845,19.122664,,,
Srednjoškolski centar „Isto?na Ilidža“,,Stefana Nemanje 10,RS,,Isto?na Ilidža,43.823062,18.364128,,,
Srednja škola “28. juni”,,Stefana Nemanje 10,RS,,Isto?na Ilidža,43.823141,18.364119,,,
Srednja stru?na škola „Jovan Du?i?“,,Dujka Komljenovi?a bb,RS,,Opština Kneževo,44.488881,17.376445,,,
Mješovita srednja škola „Nikola Tesla“,,Dositejeva bb,RS,,Opština Kozarska Dubica,45.181374,16.806854,,,
Srednjoškolski centar,,Tavija bb,RS,,Opština Kostajnica,45.210168,16.545945,,,
Srednjoškolski centar „Nikola Tesla“,,Nikole Tesle bb,RS,,Opština Kotor Varoš,44.623536,17.372273,,,
Srednjoškolski centar „Vuk Karadži?“,,,RS,,Opština Lopare,44.629775,18.844861,,,
Srednja škola „Svetozar ?orovi?“,,Svetosavska bb,RS,,Opština Ljubinje,42.94878,18.090702,,,
Srednjoškolski centar „Mili?i“,,,RS,,Opština Mili?i,44.164263,19.069596,,,
Srednjoškolski centar „Jovan Cviji?“,,Omladinska bb,RS,,Opština Modri?a,44.953214,18.309633,,,
Gimnazija,,Sime Šolaje 25,RS,,Opština Mrkonji? Grad,44.41181,17.086352,,,
Mašinska škola,,Sime Šolaje 25,RS,,Opština Mrkonji? Grad,44.411931,17.08652,,,
Srednjoškolski centar „Aleksa Šanti?“,,Obrena Ivkovi?a bb,RS,,Opština Nevesinje,43.256855,18.114985,,,
Gimnazija „Petar Ko?i?“,,Dositeja Obradovi?a 6,RS,,Opština Novi Grad,45.045494,16.373509,,,
Mješovita škola „?uro Radmanovi?“,,Dositeja Obradovi?a 6,RS,,Opština Novi Grad,45.045922,16.373412,,,
Srednjoškolski centar „Pale“,,Njegoševa 7,RS,,Opština Pale ,43.809895,18.567489,,,
Srednjoškolski centar „Petrovo“,,Ozrenskih odreda bb,RS,,Opština Petrovo,44.625579,18.360079,,,
Gimnazija „Sveti Sava“,,Nikole Paši?a 6b,RS,,Opština Prijedor,44.976306,16.709974,,,
Elektrotehni?ka škola,,Nikole Paši?a 4,RS,,Opština Prijedor,44.976272,16.708502,,,
Mašinska škola,,Nikole Paši?a 4,RS,,Opština Prijedor,44.976398,16.708597,,,
Poljoprivredno-prehrambena škola,,Nikole Paši?a 4,RS,,Opština Prijedor,44.976598,16.707727,,,
Ugostiteljsko-ekonomska škola,,Vuka Karadži?a 16,RS,,Opština Prijedor,44.975878,16.710252,,,
Medicinsko-tehnološka i gra?evinska škola,,Nikole Paši?a 4,RS,,Opština Prijedor,44.976574,16.707791,,,
Srednja i osnovna muzi?ka škola,,Branislava Nuši?a 9,RS,,Opština Prijedor,44.980501,16.7101,,,
Specijalna osnovna i srednja škola „?or?e Natoševi?“,,Kralja Aleksandra 6,RS,,Opština Prijedor,44.974787,16.710738,,,
Gimnazija,,Rade Vranješevi? 1,RS,,Opština Prnjavor,44.866191,17.670629,,,
Srednja škola Prnjavor,,Rade Vranješevi? 1,RS,,Opština Prnjavor,44.865793,17.670431,,,
Sednjoškolski centar „Lazar ?uki?“,,Rade Jovanovi?a bb,RS,,Opština Ribnik,44.415562,16.818405,,,
Srednja škola „27. januar“ Rogatica,,Srpske sloge 116,RS,,Opština Rogatica,43.805935,19.001498,,,
Srednjoškolski centar,,Cara Dušana bb,RS,,Opština Rudo,43.618317,19.369462,,,
Srednja škola „Sokolac“,,Omladinska 2,RS,,Opština Sokolac ,43.931851,18.793426,,,
Mješoviti školski centar „Petar Ko?i?“,,Danka Mitrova bb,RS,,Opština Srbac,45.096745,17.519864,,,
Srednjoškolski centar „Srebrenica“,,Svetosavska bb,RS,,Opština Srebrenica,44.110899,19.294415,,,
Mješovita škola „Nikola Tesla“,,Kara?or?eva bb,RS,,Opština Tesli?,44.603193,17.859599,,,
Srednja mješovita škola „Jovan Du?i?“,,Kara?or?eva bb,RS,,Opština Tesli?,44.603636,17.859432,,,
Gimnazija „Jovan Du?i?“,,Vožda Kara?or?a 1,RS,,Opština Trebinje,42.71257,18.34018,,,
Centar srednjih škola,,Vožda Kara?or?a 1,RS,,Opština Trebinje,,,,,
Tehni?ka škola,,Vožda Kara?or?a 1,RS,,Opština Trebinje,42.712503,18.339652,,,
Srednja škola „Mihajlo Petrovi? Alas“,,Kara?or?eva 19,RS,,Opština Ugljevik,42.712334,18.340144,,,
Srednjoškolski centar „Fo?a“,,Cara Dušana bb,RS,,Opština Fo?a,43.503755,18.783925,,,
Bogoslovija „Sveti Petar Dabrobosanski“,,Vele?evo bb,RS,,Opština Fo?a,43.494302,18.79976,,,
Srednjoškolski centar „Petar Petrovi? Njegoš“,,Kralja Petra I Oslobodioca 36,RS,,Opština ?ajni?e,43.556581,19.071945,,,
Srednja škola,,Vojvode Miši?a 21,RS,,Opština ?elinac,44.727711,17.321222,,,
Srednja škola „Nikola Tesla“,,Cara Lazara bb,RS,,Opština Šamac,45.058987,18.47291,,,
Srednja škola „Petar II Petrovi? Njegoš“,,Branka Radi?evi?a bb,RS,,Opština Šekovi?i,44.296699,18.860268,,,
Srednjoškolski centar,,Nikole Tesle 32,RS,,Opština Šipovo,44.286421,17.087343,,,
